Title,Date,Content
Sportsmanship,2022-04-06T05:09:00.003Z,"मुझे लगता था कि बस खेल खेलो. मस्ती में. काहे किसी से मुकाबला करना? मुकाबले में पड़ना ही क्यों? यदि मुकाबले में पड़ गए तो खेल की मस्ती जाती रहेगी. मुकाबला जीतने के तनाव से भर देगा. लेकिन मुझे लगता है कि यह सोच जीवन का मुकाबला करने से ही दूर ले जा सकती है.सो मुकाबला करना सीखना चाहिए. हार से क्या डरना? हार-जीत तो होती ही रहनी है. यदि कोई हम से जीत भी जाता है तो उस का बस इतना ही मतलब है कि उस समय, उस ख़ास विधा में वो व्यक्ति हम से बेहतर है. लेकिन कुदरत के लिए हम सब उस की बेहतरीन कृतियाँ हैं. नायाब. सो हार से हारना थोडा न है. हार भी अपने आप में जीत है. मुकाबला करते रहना चाहिए. ~ तुषार कॉस्मिक"
 https://www.jihadwatch.org/,2021-06-10T20:23:00.004Z,https://www.jihadwatch.org/ इस वेबसाइट को खोलिए. इसके पहले पेज पर ही आपको एक बॉक्स दिखेगा राईट साइड में थोडा सा नीचे जा कर. 39226 Deadly attacks किये गए इस्लामिक टेररिस्ट ने 9/11 आक्रमण के बाद. इस बॉक्स को जब आप क्लिक करेंगे तो यह आपको बतायेगा कि मई 2021 में 13 मुल्कों में 34 अटैक किये गये हैं जिनमें 149 लोग मारे गए हैं और 84 लोग घायल हुए हैं. आप कहेंगे कि हम कैसे मान लें कि यह वेबसाइट सही जानकारी दे सकती है? तो जवाब यह है कि यह एक खुली वेबसाइट है. अगर झूठ बोलती है तो अब तक भाई लोग इसे कब का बंद करवा चुके होते. आखिरकार 50 के आस-पास मुल्क हैं उनके. नहीं?
"आप को समझ आ गया कोरोना फ्रॉड है या कम से कम आप को गहन शंका है कि कोरोना फ्रॉड है तो अब आप क्या करें कि समाज में यह शंका, यह विश्वास फैले? ",2022-02-24T17:42:00.001Z,"आप को समझ आ गया कोरोना फ्रॉड है या कम से कम आप को गहन शंका है कि कोरोना फ्रॉड है तो अब आप क्या करें कि समाज में यह शंका, यह विश्वास फैले? तो मोतियाँ वालियो, एक काम तो आप यह करें कि सोशल मीडिया यानि फेसबुक, व्हाट्सएप, यूट्यूब आदि पर पोस्ट करें या फिर कमेंट करें अपने विचार. दूसरा अपने गिर्द नाई, धोबी, हलवाई, कसाई सब से जब मौका लगे इस बारे में बात करें. अपने दोस्त-रिश्तेदार से भी बात करें. तीसरा हो सके तो कुछ पम्फलेट टाइप छाप लें/छपवा लें और जहाँ मौका लगे, बाँट दें. सवाल आप का, मेरा ही नहीं, अगली पीढ़ियों का भी है साहेब. ~ तुषार कॉस्मिक"
 Democracy is the Govt of Majority.Majority is idiotic. Democracy is the Govt. of the Idiots.,2022-12-11T18:02:00.001Z,"Democracy is the Govt of Majority. Majority means bigger crowd. And crowd is retarded usually. Even Socrates was poisoned by the will of Majority. Jesus was crucified on the demand of Majority. Majority is idiotic. That is why our leaders seem so idiotic, so primitive, and so dumb-headed.~ Tushar Cosmic"
मोदी जी के ताज़ा-तरीन बोल-बच्चन,2017-02-12T16:03:00Z,"मैं मोदी जी के समर्थन में हूँ जहाँ वो कहते हैं कि बाथरूम में रेन-कोट पहन कर नहाना कोई मनमोहन सिंह से सीखे. मतलब मनमोहन सिंह की ईमानदारी ऐसी ही है जैसे कोई रेन-कोट पहन कर बाथ-रूम में नहा रहा हो. मित्र मज़ाक बना रहे हैं लेकिन मुझे लगता है कि सही कहा है मोदी भाई जी ने. आज तक कहा जाता है कि चाहे कांग्रेस के पिछले दस वर्ष के शासन में लगातार घोटाले हुए लेकिन मनमोहन सिंह जी ईमानदार रहे. बे-ईमान पार्टी के 'ईमान-दार प्रधान-मन्त्री'. ऐसे ही कुछ अटल बिहारी जी के लिए कहा जाता था कि वो सही आदमी हैं, लेकिन गलत पार्टी में हैं. अटल जी पर यह टिप्पणी मुझे कभी सही नहीं लगी, वो संघी थे, पहले भी, बाद में भी, हमेशा. मुझे नहीं लगा कि उन्होंने कभी संघ की विचार-धारा के विपरीत कुछ कहा हो, किया हो. लेकिन मनमोहन सिंह पर की गई टिप्पणी बिलकुल सही है. खेत में खड़ा 'डरना' उनसे बेहतर रोल अदा करा देता है फसल बचाने में, कम से कम पक्षी तो डरते हैं उससे. वो कैसे ईमानदार थे? जब उनके इर्द-गिर्द सब चोर जमा थे और चोरी-चकारी ज़ोरों पर थी तो कैसे माना जाए कि उनका कोई हाथ-पैर नहीं था इस सब में? आपको निठारी काण्ड याद है? कोठी का मालिक और नौकर मिल कर बच्चों का रेप और मर्डर करते थे, फिर उनको खा जाते थे. पास के नाले में खोद-खोद के बच्चों की हड्डियाँ बरामद हुईं थीं. लेकिन बाद में कहीं पढ़ा कि सारा दोष नौकर पर मढ़ दिया गया. कैसा मालिक था? कैसा ईमानदार! निर्दोष? मोदी जी ने एक और बात कही, अपने विरोधी दलों के लिए कि जुबान सम्भाल कर रखें, नहीं तो सब की जन्म-कुंडली खोल देंगे. वाह! क्या शब्द हैं! ये शब्द सब पोल-पट्टी खोल देते हैं. किसकी? अरे भाई, मोदी जी की. श्री मोदी जी, अगर आपके पास जन्म-कुंडली है तो खोलते क्यूँ नहीं? आप किसी की बद-ज़ुबानी के इंतज़ार में क्यूँ बैठे हैं अब तक? आप प्रधान-सेवक हैं. चौकीदार प्रजा के. आप ही ने कहा था. तो अगर कोई चौकीदार जानते-बूझते हुए भी चोरों की जन्म-कुंडली न खोले तो कैसा चौकीदार कहा जाएगा उसे? ऐसा चौकीदार तो चोरों से भी बदतर है. एक ज़ुमला साबित कर देता है कि आप क्या हैं. पोस्ट मार्टम करने वाला होना चाहिए, पूछने वाला होना चाहिए, लाश बता देती है बहुत कुछ कि जो ज़िन्दा था वो मुर्दा कैसे बना. शैर्लाक होल्म्स से वाकिफ होंगे आप में से बहुत मित्र. उनके सामने बैठे व्यक्ति के कपड़े, घड़ी, जूते, चश्मा आदि देख कर वो उसकी जन्म-कुंडली बांच देते हैं. मिनटों में. आपके बोल-बच्चन किसी और की जन्म-कुंडली तो बाद में खोलते हैं, आपकी पहले खोल देते हैं. आपके अमित शाह जी को मानना ही पड़ा था कि आप ज़ुमलेश्वर हैं. सरे-आम ऑन रिकॉर्ड. आपने मनमोहन सिंह पर जो टिप्पणी की वो सही है, लेकिन उससे आप सही साबित नहीं हो जाते. दूसरा गलत हो सकता है. बिलकुल. लेकिन उसे गलत साबित करने वाला भी गलत हो सकता है. किसी विवादित पॉइंट पर बड़े भाई साहेब अक्सर कहते हैं, ""दोनों अपनी-अपनी जगह सही हैं."" आपने भी सुना होगा ऐसा कथन. मेरा मानना है कि दोनों ही गलत हैं. अपनी-अपनी जगह. नमन."
,2017-02-21T05:09:00.002Z,"""लाइफ में ऊपर जाने के लिए कभी कभी नीचे जाना पड़ता है.” बकवास! हाँ, जम्प करने के लिए थोड़ा पीछे हटना पड़ सकता है. बस!"
Who are we?,2018-01-24T18:22:00.001Z,Who are we? Newer and updated versions of our parents and Older and outdated version of our kids.
28 नवम्बर के भारत बंद पर टिप्पणी,2016-11-27T18:33:00.001Z,"भक्त-- भारत बंद कराने वालो को जरा पूछो, सरहद बंद कराने जाना है आओगे ???? देशद्रोही- सर जी, शुरुयात से ही शुरू करते हैं, यही सवाल मोदी जी से करते हैं. सवाल क्या करते हैं, उनको वहां खड़ा ही कर देते हैं. भक्त- अबे चोप! देशद्रोही!!"
,2017-10-09T14:14:00.003Z,"आप क्यों हैं सोशल मीडिया पर? हम तो इसलिए हैं कि अपने समाज की चिंता लेते हैं.....ज्ञान, विज्ञान बढे....जनसंख्या घटे......रोज़गार की चिंता न हो.....स्वास्थय और शिक्षा लगभग मुफ्त हो........धर्म के नाम पर वैचारिक वैज्ञानिकता का गला न घोंटा जाये....समय लगाते हैं, ऊर्जा, ध्यान कि शायद हमारे किये से कुछ बेहतरी आ जाए."
शाकाहार Versus मांसाहार,2017-09-04T03:46:00.001Z,"अगर पौधों में जान है तो पशु काट खाने में ही क्यों बवाल करना? बिलकुल सही तर्क है. इसी तर्क को उलटा घुमाते हैं....शीर्षासन कराते हैं. अगर पौधों में जान है सो पशु काट खाने में ही क्यों बवाल करना? फिर इन्सान इंसान को ही क्यों न काट खाए....इक दूजे के बच्चों को क्यों न काट खाए? सवाल जीवन में चैतन्य की सीक्वेंस का है.... सवाल भोजन की मजबूरी का है.. सवाल चॉइस का है..... अगर चॉइस हो तो फल-सब्जी खा लें, चूँकि उसके नीचे आप जा नहीं सकते...मिटटी-पत्थर आप खा नही सकते.. ""जीवम जीवस्य भोजनम""...लेकिन क्या आप अपने बच्चे खा जायेंगे? नहीं न. तो फिर यह भी देखें कि कौन सा जीवन खाना है......जीवन के क्रम में वनस्पति ही सबसे निचले स्तर पर खड़ी है, जो भोजनीय है. क्या मैंने सही लिखा?"
मैं हवा का ही तो बना हूँ,2021-01-10T15:53:00.002Z,"अभी बाहर गली में घूम रहा था. दिसंबर अपने यौवन पर है. आधी रात . मुंह पर ठंडी हवा के थपेड़े पड़ रहे थे. बर्फीली हवा मुझे अच्छी लग रही थी. अंदर जाती साँस गीली-गीली थी. मुझे अपना होना सुखद लग रहा था. क्यों? शायद मैं खुद से मिल रहा था. मैं हवा का ही तो बना हूँ, और मिटटी का, और पानी का, और ज़मीन का, और आसमान का. और हवा में ही मिल जाऊँगा, और मिटटी में घुल जाऊंगा, और पानी में, और ज़मीन में, और आसमान में."
I dis-approve present-day voting system,2022-12-11T17:47:00.003Z,"I don't vote. Not only me, but many people like me also don't vote. Does that mean that we don't vote? No. We are voting by not voting. We are voting against all the candidates, against the whole system of selecting candidates and campaigning. We are voting against present-day democracy. We are rejecting the whole political idiotic system. Try to see the invisible votes and you shall understand what is the meaning of not voting. Why don't I go and vote for Nota? None of the Above (Nota) is rejecting only the candidates. If Nota gets the maximum votes, re-election is held with new candidates. But I am not rejecting only the candidates. I am rejecting this fake democracy, this whole political system. Simple. ~Tushar Cosmic"
वेज बिरयानी ???,2023-12-03T03:57:00Z,यह एक मिथ्या नाम है. ऐसी कोई चीज़ नहीं है जिसे वेज बिरयानी कहा जा सके। हम हिंदी में इसे पुलाव कहते हैं. पुलाव का मतलब मिश्रित सब्जियों के साथ पकाया गया चावल है। तो फिर इसे वेज बिरयानी क्यों कहा जा रहा है? इस्लामिक प्रभाव के कारण. मुस्लिम लोगों को चावल और मांस का मिश्रण बिरयानी बहुत पसंद होती है. उन्हीं के प्रभाव से पुलाव भी वेज बिरयानी बन गया है। इस तरह संस्कृति पर आक्रमण होता है। छोटे कदम। बड़े प्रभाव.
लीला और लीलाधर,2021-08-18T02:24:00.005Z,"मेरा कोई यकीन नहीं कि इस कायनात को बनाने-चलाने वाला कायनात से अलग कुछ है. नर्तक नृत्य में है, एक्टर एक्टिंग में है. खिलाड़ी खेल में ही मौजूद है. लीलाधर लीला में ही है. लीलाधर और लीला अलग नहीं है...... लीलाधर ने हमें freewill और intelligence की गिफ्ट दे कर पशु से अलग किया है. अब हम पाश में बंधे नहीं हैं. हम स्वतंत्र निर्णय ले सकते हैं. लीलाधर हमारे निर्णय और उन निर्णयों से उपजे फलों में कोई हस्तक्षेप नहीं करता. सो सब प्रार्थना, अरदास, नमाज़ व्यर्थ है. लेकिन मैं जूता ठीक करवाता हूँ तो मोची को नमन करता हूँ, खाना खाता हूँ तो खाने को हाथ जोड़ता हूँ, राह चलते किसी माता को कोई छोटे-मोटे पैसे देता हूँ तो हाथ जोड़ नमन भी करता हूँ, डिस्ट्रिक्ट पार्क में Workout करने जाता हूँ, तो आते-जाते पार्क को झुक के नमन करता हूँ. गाली-गलौच लिखता हूँ, लेकिन फिर भी आप सब को नमन करता हूँ.....तुषार कॉस्मिक"
"Navratre, An Event to brainstorm ourselves ",2015-06-20T19:44:00.002Z,"1) They kill the girls in the womb and worship girls in Navratre. Hypocrites! 2) They do not wanna give the fair share in the property to their sisters and worship girls in Navratari. Hypocrites! 3) In every city, every town daughters of the society are forced to live a wretched life, a lifeless life in the brothels and they worship girls in Navratri. Hypocrites! 4) Girls Name----Seema--सीमा-- (The Limit)/ Boyz Name----Aseem--असीम- (The Limitless). Hypocrites! 5) Remove the fear of law and society and most of the men will rape almost every female of the society and they worship girls in Navratri. Hypocrites! We have seen all such things in 1947 and every other communal riot. 6) In cities like Mathura, Vrindavan widows of the society, daughters of this holy society are forced to live like dead bodies, just waiting for death and they worship girls in Navratri. Hypocrites! 7) Their dynasty name is carried by the sons of the family only, hence only the sons are the torch bearers of the family name. Hence the daughters are always considered ""praya dhan"" (पराया धन) to be given in charity as ""kanya daan"", who will breed sons of the family of her in-laws. And they worship girls in the Navratre, Hypocrites! 8) हमारा समाज एक उलझा समाज है....स्पष्ट जीवन दर्शन नहीं..... यहीं राम पूजे जाते हैं जो ज़रा सी बात पर एक स्त्री को जीवन भर के लिए कुरूप कर देते हैं.....और फिर अपनी पत्नी को अपमानित करते हैं........ कृष्ण कपड़े चोरी करते हैं, नहाती लड़कियों के....कभी कोई लडकी पूजी इस देश ने जो ऐसा करे ........ बुध पूजे जाते हैं .....जो अपनी पत्नी बच्चा छोड़ चल देते हैं ....... और फिर यह भी कहा जाता है ...यत्र नार्यस्तु पूज्यन्ते, रमन्ते तत्र देवताः 9) Dandiya, Garba Dance & CONDOMS & THE MORAL “These dances are performed during Navratras for celebrating Maa Durga’s Puja but hope you won’t be surprised to know that sales of the CONDOMS gets increased very much during these days. Should not Indian society learn something from this fact?” 10) In the name of Bhagwati Jagrans and Kirtans, we make so loud voices, noises that the lives of the neighbors turn a hell on that particular night. 11) In the name of the religious processions, we choke the whole traffic system almost to the death. In Delhi, these days, people from far and away have started taking ""jyot"" from Jhandewalan Mandir. These people go on dancing on the roads on loud music, creating sound pollution and traffic jams. 12) We, Indians submerge idols of Durga and Ganesh in the ponds and the rivers on the festival of Durga Puja and Ganesh Puja, forgetting that the poisonous paints and the chemicals used in these Idols will kill fish and other creatures of these ponds and rivers. 13) Bengalies and some other people of India, kill animals in the name of sacrifice to the Devi. Idiots! Hypocrites!! If your goddess becomes happy by these sacrifices, why not slaughter your kids on the altar? But alas! There are some idiots who go to such limits also. 14) Fasting & changing the Food is good in Navratri because the season changes Gear from Hot to Cold or Cold to Hot every six months, so the immune system needs extra strengthening to face this change of gear smoothly, hence special healthier diet & the fasts are recommended during these days. But it does not mean that on the 10th Day, the people should compensate drastically the restrictions of these 9 days, but alas many do the same & even in the name of the fasts, eat deep-fried potatoes, worse that the ordinary daily food. Fools! 15) Do U know why all Mata Mandir are in deep Mountains, because it is Mother Nature only depicted as Durga, Kali etc.? There is no Kaali or Peeli Mata except Mother Nature. 16) Please come out of the hypocrisy only then we have any right to celebrate such festivals OR perhaps then there will be no Need of such festivals, perhaps we celebrate these festivals just to solace ourselves or to deceive ourselves. I can support anything what can be explained logically or psychologically but not the illogical ones. Kindly see here below, what foolish things we have done in the name of women empowerment. 17) (i) Navratri/ Reminder of Women Empowerment----She can have sex with anyone willingly but can get the male jailed any time just declaring that it was a rape, This is called the real POWER. Jai Mata Di..... (ii) Navratri/ Reminder of Women Empowerment----She can do any stupidity in the family after marriage but if hindered she can get husband and his family jailed under Domestic Violence Act and 498-A, This is called the real POWER. Jai Mata Di..... (iii) Navratri/ Reminder of Women Empowerment----she will not contribute in the finances of the family in which she is going to live, any contribution from her side is DOWRY, which is illegal but immediately as she is married , she will become half the owner of the property of the Groom, This is called the POWER. Jai Mata Di..... (iv) Navratri/ Reminder of Women Empowerment----The woman is Shakti, Power, Navratri are a reminder, a six monthly reminder. Yeah, of- course, she is Power, powered by BIASED INDIAN LAWS. Jai Mata Di..... 18) Durga Mata be shown in a new form. The concept of Sheran wali Mata is a creation of the old world. The new Mata should ride a bike more advance than Harley Davidson Motorcycle instead of Lion, wear bullet-bomb-proof, atom bomb proof very decorative helmet, wear high class bullet-bomb-proof jeans jacket instead of Sari, carry AK-56 or even advance super-gun in one hand instead of Sword, in another hand super rocket launcher instead of Bow-Arrow, in another hand Atom Bomb instead of Sudarshan Chakra. As we progress, our deities too should progress, in fact, they should always be ahead of us. No? 19) एक नयी देवी, मेरा अविष्कार :--- संतोष मात्र से उन्नति में बाधा होती है, सो संतोषी माता जी को आराम करने दें भोला होना कोई गुण नहीं, हाँ अवगुण अवश्य है, सो भोले बाबा को भी जाने दें लक्ष्मी की पूजा सहस्त्राब्दियों से करते आये हम, फिर भी अधिकांशत: निर्धन ही रहे, सो इन्हें भी सोने दें वैश्वीकरण के समय में भारत माता वैसे ही अलग -थलग पड़ जायेंगी, सो इन को भी छुट्टी दें AK-56,Rocket launcher के ज़माने में तीर तलवार से रक्षा न हो पाएगी, सो दुर्गा जी को भी विसर्जित कर दें एक नयी देवी आविष्कृत की है मैंने, अभी-अभी, ""बुद्धि देवी"", इन्हें पूजें मत, वो इन्हें बिलकुल पसंद नहीं, बस इन के साथ खेलें और खूब खेलें फिर शायद ही ज़रुरत पड़े किसी और देवी की या देवता की................ जय बुद्धि मां, ओह! गलती हो गयी, इन माता जी को तो जयकारा भी पसंद नहीं, चलिए इन्हें खेल पसंद है, खेल ही शुरू करतें हैं, और जैसे ही हम ये खेल शुरू करेंगे तो जानेंगे कि यदि हम अपनी बेटियों को बेटों के बराबर मानें और हर संभव प्रयास करें कि वो आर्थिक तौर पर सक्षम हों, उनके लिये ज़यादा से ज़यादा रोज़गार के अवसर बनायें तो समाज संतुलित होता चला जाएगा और असल मानों में हमारी बेटियों का पूजन हो जाएगा और हमारी स्त्रियाँ देवी का दर्ज़ा पा जायेंगी, अन्यथा रहे मनाते ये बचकाने उत्सव, बनाते रहें उलटे सीधे कानून, कुछ बेहतर न होगा, उलझे हैं, उलझे रहेंगें. सप्रेम नमन तुषार कॉस्मिक कॉपीराइट मैटर, चुराएं न समझें"
Bold मतलब क्या? ,2017-01-13T20:10:00.002Z,"सोशल मीडिया पर माँ-बहन की गालियों से हर पोस्ट को अलंकृत करना बोल्ड हो गया है. अरविन्द को 'अरविन्द भोसड़ी-वाल' और मोदी समर्थकों को 'मोदड़ी के' लिखना गर्व का विषय माना जाने लगा है. Jolly LLB फिल्म का एक गाना है, ""मेरे तो L लग गए......"" बप्पी लाहिड़ी साहेब ने गाया है. L मतलब लौड़े. जब इत्ता गा दिया था, यह भी गा ही देना था. सनी देओल की फिल्म है 'मोहल्ला अस्सी'. बैन है वैसे तो लेकिन देख ली मैंने. इस फिल्म में एक डायलाग प्रसाद की तरह बंटता है. और वो है, ""भोसड़ी के."" 'गैंग्स ऑफ़ वासेपुर' जैसी घटिया फिल्म एक कल्ट फिल्म बन जाती है, चूँकि उसमें गालियों की भरमार है.""कह के लेंगे."" क्या लेंगे? मन्दिर का प्रसाद? नहीं. वो ही जानें, जिन्होंने यह डायलॉग लिखा. वैसे 'मादर-चोद' शब्द लंगर की तरह बंटा है फिल्म में. यू-ट्यूब पर कुछ सीरीज इस लिए मशहूर हो रही हैं कि बनाने वाले नंगी गालियाँ दिखाने की हिमाकत कर रहे हैं. एक छोटी लड़की है मल्लिका. उसके विडियो में आखिरी टैग-लाइन मालूम है क्या है? ""भाग भोसड़ी के."" AIB एक मशहूर youtube चैनल है. All India Bakchod. बस चोद लो सरे-आम. ""सही खेल गया भैन्चोद"", यह एक और मशहूर youtube चैनल BB ki Vines वाले भुवन बाम की tagline है. वाह! बोल्ड होना कितना आसान, कितना सस्ता हो गया है. अगर यही बोल्ड होना है तो यह बोल्डनेस गली के हर नुक्कड़ पर भरपूर मौजूद है. आपको एक दूजे की माँ-बहन ताश पत्तों के साथ पीटते बहुत लोग मिल जायेंगे. शाहिद कपूर की बहुत पहले एक फिल्म थी ""कमीने"". अभी-अभी ताज़ा ही है एक फिल्म “हरामज़ादा”. और “फुद्दू” नाम से एक फिल्म भी आ चुकी. एक दूजे को ""चूतिया, फुद्दू"" कहते हैं....जैसे मैडल बाँट रहे हों. आलिया भट्ट शाहिद कपूर को “फुद्दू” कहती है फिल्म “उड़ता पंजाब” में. और शाहिद कपूर तो अपने बाल ही इस ढंग से कटाता है कि वहां छप जाता है Fuddu, किसी को कोई शक ही न रहे. तनिक विचार करें, असल में हम सब ""चूतिया"" हैं और ""फुद्दू"" है, सब योनि के रास्ते से ही इस पृथ्वी पर आये हैं, तो हुए न सब चूतिया, सब के सब फुद्दू. और हमारे यहाँ तो योनि को बहुत सम्मान दिया गया है, पूजा गया है.....जो आप शिवलिंग देखते हैं न, वो शिव लिंग तो मात्र पुरुष प्रधान नज़रिए का उत्पादन है, असल में तो वह पार्वती की योनि भी है, और पूजा मात्र शिवलिंग की नहीं है, ""पार्वती योनि"" की भी है. हमारे यहीं असम में कामाख्या माता का मंदिर है, जानते हैं किस का दर्शन कराया जाता है, माँ की योनि का, दिखा कर नहीं छूआ कर. और हमारे यहाँ तो प्राणियों की अलग-अलग प्रजातियों को योनियाँ माना गया है, चौरासी लाख योनियाँ, इनमें सबसे उत्तम मनुष्य योनि मानी गयी है.....योनि मित्रवर, योनि. और यहाँ मित्रगण ‘चूतिया-चूतिया’ कहते रहते हैं! जीवन में जस-का-तस जो है, वो दिखाना ही बोल्ड होना यदि है, तो फिर आप और आगे बढिए स्कूलों में भी ऐसा ही सब पढ़ा दीजिये. मुंशी प्रेम चंद, भगवती चरण वर्मा, अमृता प्रीतम के लेखन की जगह माँ-बहन की इज्ज़त में चार-चाँद लगाने वाला साहित्य पढ़ायें, मिल जाएगा भरपूर. और स्कूलों में ही क्यूँ? अपने पूजा-स्थलों में भी सुनाये जाने वाले किस्से-कहानियां को इन्ही अलंकारों से सुसज्जित कर दीजिये. क्या दिक्कत? इडियट! भूल जाते हैं कि शौच भी किया जाता है ओट में. टट्टी शब्द का अर्थ ही है पर्दा, ओट. जीवन में बहुत कुछ ऐसा है, जो है, लेकिन अगर बदबूदार है तो हम उसे छुपा देते हैं, मंदिर में नहीं सजाते. मंदिर में अगर-बत्ती लगाई जाती है ताकि चौ-गिर्दा खुशबू से महक उठे. तो मित्रवर, बोल्ड होने का मतलब बदलिए. एक मतलब मैं दे देता हूँ. सामाजिक मूर्खताओं से टकराइये, हो सकता हैं छित्तर पड़ें, लेकिन हिम्मत रखिये. यही बोल्डनेस है. तथास्तु! नोट ----ऊपर जो गालीनुमा शब्द प्रयोग किये उनको काँटा निकालने के लिए प्रयोग किया गया काँटा समझिये. अन्यथा आप मेरी किसी भी पोस्ट में शायद ही गाली या अपशब्द पायें. मैं बहुत ही शरीफ बच्चा हूँ, दाल-दाल कच्चा हूँ. नमन...तुषार कॉस्मिक"
